STATES,BASIN,LATITUDE,LONGTITUDE,WKA,STA No.,RIVER,SMP-DAT,DO (% Sat) ,DO (mg/l),BOD (mg/l),COD (mg/l),SS (mg/l),pH (unit),NH3-NL (mg/l),TEMP (Deg C),COND (uS),SAL (ppt),TUR (NTU),DS (mg/l),TS (mg/l),NO3- (mg/l),Cl (mg/l),PO4 (mg/l),As (mg/l),Hg (mg/l),Cd (mg/l),Cr (mg/l),Pb (mg/l),Zn (mg/l),Ca (mg/l),Fe (mg/l),K (mg/l),Mg (mg/l),Na (mg/l),OG (mg/l),MBAS (mg/l),E-coli (cfu/100ml),Coliform (cfu/100ml),DO INDEX,BOD INDEX,COD INDEX,AN INDEX,SS INDEX,PH INDEX,WQI,CLASS
SELANGOR,LANGAT,02 46 661,101 45 119,19,1L01,LANGAT,10-Jan-12,52.9, 3.62 ,5,24,347,6.82,<0.01,29.85,30369,18.73,161.5,18800,19147,0.13,11100.0,0.07,0.003,0.0003,<0.001,<0.001,<0.01,0.07,267.6,0.45,248.5,769.7,5330.0,<1,<0.05,1900,31000,54,79,70,100,36,99,71,III
SELANGOR,LANGAT,02 46 661,101 45 119,19,1L01,LANGAT,12-Mar-12,21.9,1.68,5,13,267,6.44,0.59,27.86,7220,3.95,251.5,3710,3977,0.20,2230.0,0.01,0.002,<0.0002,<0.001,<0.001,<0.01,0.07,67.7,0.36,60.2,168.0,1120.0,<1,<0.05,1500,97000,12,79,82,60,42,96,58,III
SELANGOR,LANGAT,02 46 661,101 45 119,19,1L01,LANGAT,08-May-12,23.9,1.85,6,18,137,6.05,0.56,27.89,4349,2.30,219.9,3390,3527,0.05,1540.0,<0.01,0.001,<0.0002,<0.001,<0.001,<0.01,0.13,39.5,0.32,35.8,100.4,867.4,<1,<0.05,604,5850,14,77,75,61,55,92,59,III
SELANGOR,LANGAT,02 46 661,101 45 119,19,1L01,LANGAT,06-Jul-12,38.5,2.62,15,40,298,7.23,0.36,29.29,34752,21.75,109.3,21000,21298,0.02,12700.0,0.04,0.005,<0.0002,<0.001,<0.001,<0.01,0.04,338.6,0.14,296.8,848.0,6369.9,<1,<0.05,58500,710000,33,46,53,68,40,99,53,III
SELANGOR,LANGAT,02 46 661,101 45 119,19,1L01,LANGAT,06-Aug-12,40.3,2.69,16,56,38,7.15,0.09,29.40,38412,24.30,60.5,24300,24338,0.04,13500.0,0.04,0.005,<0.0002,<0.001,<0.001,<0.01,0.04,3160.0,3.15,322.4,888.8,6750.0,<1,<0.05,198,17300,35,43,41,91,77,99,60,III
SELANGOR,LANGAT,02 46 658,101 45 126,19,1L01,LANGAT,05-Sep-12,53.1,3.57,8,29,80,7.14,0.24,29.56,35637,22.35,57.5,20900,20980,0.04,12400.0,0.05,0.005,<0.0002,<0.001,<0.001,<0.01,0.07,339.9,0.38,312.0,751.1,6030.0,<1,<0.05,1250,22200,54,69,64,75,61,99,68,III
SELANGOR,LANGAT,02 46 661,101 45 119,19,1L01,LANGAT,07-Nov-12,67.7,5.41,13,40,1,4.52,0.46,26.88,184,0.09,0.2,99,100,0.68,8.1,0.01,0.001,<0.0002,<0.001,<0.001,<0.01,0.17,9.6,0.07,4.7,3.8,7.5,<1,<0.05,0,1300,75,52,53,65,97,42,65,III
SELANGOR,LANGAT,02 46 661,101 45 119,19,1L02,LANGAT,10-Jan-12,28.9, 2.23 ,6,26,80,6.53,1.73,28.73,198,0.10,114.8,100,180,1.33,16.0,0.15,0.007,<0.0002,<0.001,<0.001,<0.01,0.08,17.7,0.59,7.1,3.1,17.4,<1,<0.05,1400,31000,20,77,67,34,61,97,56,III
SELANGOR,LANGAT,02 46 661,101 45 119,19,1L02,LANGAT,02-Feb-12,51.4,3.90,3,17,26,6.42,0.92,29.80,114,0.05,NA,69,95,1.13,9.3,0.04,0.004,<0.0002,<0.001,<0.001,<0.01,0.07,11.5,0.93,4.5,2.0,7.8,<1,<0.05,1250,36000,52,88,76,50,83,96,73,III
SELANGOR,LANGAT,02 23 856,101 58 942,19,1L02,LANGAT,14-Mar-12,38.7,3.11,6,22,84,6.38,0.61,26.52,122,0.06,129.2,73,157,0.65,15.0,0.04,0.004,<0.0002,<0.001,0.001,<0.01,0.04,12.1,1.19,7.6,12.7,11.6,<1,<0.05,2200,89000,33,77,72,59,59,96,63,III
SELANGOR,LANGAT,02 23 856,101 58 942,19,1L02,LANGAT,09-Apr-12,35.2,2.70,6,19,126,6.93,0.95,28.79,221,0.10,157.7,85,211,1.37,14.8,0.02,0.004,<0.0002,<0.001,<0.001,<0.01,0.05,11.7,0.90,6.1,2.4,13.4,<1,<0.05,2150,39000,28,77,74,49,56,99,61,III
SELANGOR,LANGAT,02 28 918,102 00 780,19,1L02,LANGAT,08-May-12,44.3,3.59,8,25,277,6.33,0.34,26.00,92,0.04,352.8,53,330,0.66,5.6,0.10,0.004,<0.0002,<0.001,0.0012,<0.01,0.09,7.5,0.95,3.2,1.3,6.1,<1,<0.05,4050,58500,41,69,69,69,41,95,61,III
SELANGOR,LANGAT,02 23 856,101 58 942,19,1L02,LANGAT,11-Jun-12,11.5,0.87,24,70,32,6.68,0.75,29.57,170,0.08,88.6,93,125,2.59,12.0,0.07,0.007,<0.0002,<0.001,0.001,<0.01,0.07,13.7,0.76,5.9,2.1,15.3,<1,<0.05,1000,12700,3,26,32,55,80,98,44,IV
SELANGOR,LANGAT,02 23 856,101 58 942,19,1L02,LANGAT,06-Jul-12,28.0,2.19,12,31,36,6.96,2.29,28.23,230,0.11,46.2,139,175,1.17,17.7,0.05,0.005,<0.0002,<0.001,<0.001,<0.01,0.03,17.4,0.10,7.8,2.9,19.2,<1,<0.05,102,37500,19,55,62,24,78,100,52,III
SELANGOR,LANGAT,02 23 856,101 58 942,19,1L02,LANGAT,06-Aug-12,34.5,2.67,4,19,12,6.98,1.72,28.58,301,0.14,68.5,140,152,2.23,29.5,0.04,0.005,<0.0002,<0.001,<0.001,<0.01,0.05,14.5,0.28,9.1,5.0,28.1,<1,<0.05,220,39500,27,83,74,34,91,100,65,III
SELANGOR,LANGAT,02 28 918,102 00 780,19,1L02,LANGAT,05-Sep-12,55.7,4.43,6,24,163,7.06,0.09,27.07,288,0.14,112.7,158,321,1.50,27.7,0.08,0.005,<0.0002,<0.001,<0.001,<0.01,0.08,20.5,0.59,10.1,12.0,23.4,<1,<0.05,1100,32500,58,77,70,91,52,99,73,III
SELANGOR,LANGAT,02 28 918,102 00 780,19,1L02,LANGAT,04-Oct-12,51.5,3.94,6,25,40,4.66,1.70,29.24,295,0.13,55.6,130,170,1.10,29.5,0.04,0.005,<0.0002,<0.001,<0.001,<0.01,0.05,14.5,0.28,9.1,5.0,28.1,<1,<0.05,220,39500,52,77,69,34,76,46,60,III
SELANGOR,LANGAT,02 23 856,101 58 942,19,1L02,LANGAT,07-Nov-12,63.1,4.99,5,17,45,6.41,0.40,27.39,111,0.05,62.9,60,105,0.84,7.0,0.01,0.002,<0.0002,<0.001,0.001,<0.01,0.08,9.0,0.52,3.9,2.0,7.0,<1,<0.05,1100,19150,69,79,76,67,74,96,76,III
SELANGOR,LANGAT,02 28 918,102 00 780,19,1L02,LANGAT,12-Dec-12,66.8,5.37,5,14,12,5.68,0.45,26.47,125,0.06,NA,62.8,75,0.93,8.0,0.09,0.002,<0.0002,<0.001,<0.001,<0.01,0.16,9.9,0.31,4.4,2.5,6.6,<1,<0.05,2750,21900,74,79,80,65,91,85,79,II
SELANGOR,LANGAT,02 28 918,102 00 780,19,1L03,LANGAT,09-Jan-12,74.6, 5.79 ,2,6,39,6.90,<0.01,28.45,177,0.08,47.4,96,135,1.10,18.0,0.13,0.006,<0.0002,<0.001,<0.001,<0.01,0.05,16.4,0.78,5.2,1.7,14.6,<1,<0.05,1600,39000,84,92,91,100,77,99,90,II
SELANGOR,LANGAT,02 28 918,102 00 780,19,1L03,LANGAT,02-Feb-12,90.2,7.02,3,5,71,6.79,1.38,28.31,123,0.06,66.4,79,150,1.24,9.4,0.06,0.003,<0.0002,<0.001,<0.001,<0.01,0.03,12.1,0.33,3.8,1.2,8.9,<1,<0.05,4700,86000,97,88,92,40,64,99,81,II
SELANGOR,LANGAT,02 34 849,101 57 417,19,1L03,LANGAT,14-Mar-12,65.4,5.25,5,15,25,6.81,0.79,26.56,116,0.05,92.9,71,96,0.88,11.5,0.05,0.006,<0.0002,<0.001,<0.001,<0.01,0.03,7.7,0.75,3.4,1.2,9.2,<1,<0.05,5250,147000,72,79,79,54,84,99,77,II
SELANGOR,LANGAT,02 34 849,101 57 417,19,1L03,LANGAT,05-Apr-12,69.8,5.43,2,5,163,6.73,0.66,28.41,110,0.05,158.5,56,219,1.18,6.8,0.04,0.006,<0.0002,<0.001,<0.001,<0.01,0.07,9.9,0.30,3.6,1.1,9.4,<1,<0.05,41000,126000,78,92,92,58,52,99,78,II
SELANGOR,LANGAT,02 34 849,101 57 417,19,1L03,LANGAT,08-May-12,74.8,6.00,2,10,97,6.66,0.46,26.65,88,0.04,141.3,52,149,0.73,22.0,0.05,0.005,<0.0002,<0.001,<0.001,<0.01,0.07,7.5,0.59,3.1,1.8,14.6,<1,<0.05,15600,129500,84,92,86,64,55,98,80,II
SELANGOR,LANGAT,02 34 849,101 57 417,19,1L03,LANGAT,11-Jun-12,58.4,4.46,3,8,33,6.71,0.03,29.39,166,0.08,43.9,91,124,1.34,9.7,0.06,0.007,<0.0002,<0.001,<0.001,<0.01,0.06,14.6,0.23,4.9,1.4,14.0,<1,<0.05,4850,980000,62,88,88,97,80,98,84,II
SELANGOR,LANGAT,02 39 104,101 55 501,19,1L03,LANGAT,06-Jul-12,71.6,5.57,5,17,144,7.08,2.26,28.34,257,0.12,70.8,172,316,0.99,42.1,0.09,0.006,<0.0002,<0.001,<0.001,<0.01,0.02,14.5,0.03,1.6,3.3,31.8,<1,<0.05,1750,78500,80,79,76,24,54,99,69,III
SELANGOR,LANGAT,02 34 849,101 57 417,19,1L03,LANGAT,05-Sep-12,43.6,3.55,6,25,361,6.90,0.89,25.75,107,0.05,328.9,67,428,0.85,11.1,0.03,0.006,<0.0002,<0.001,0.002,<0.01,0.07,9.8,1.13,3.9,1.4,9.3,<1,<0.05,20850,360000,40,77,69,51,34,99,60,III
SELANGOR,LANGAT,02 39 104,101 55 501,19,1L03,LANGAT,03-Oct-12,74.3,5.68,4,12,79,7.17,1.34,29.23,173,0.07,70.9,91,170,1.55,16.6,0.02,0.004,<0.0002,<0.001,<0.001,<0.01,0.05,14.1,0.18,4.8,1.9,15.5,<1,<0.05,362,7100,83,83,83,40,61,99,75,III
SELANGOR,LANGAT,02 39 104,101 55 501,19,1L03,LANGAT,07-Nov-12,75.0,6.01,9,32,156,6.56,0.51,26.64,91,0.04,168.3,54,210,0.78,7.7,0.02,0.004,<0.0002,<0.001,<0.001,<0.01,0.08,9.6,0.89,3.4,1.2,6.6,<1,<0.05,5850,117000,84,65,61,63,53,97,70,III
SELANGOR,LANGAT,02 39 104,101 55 501,19,1L03,LANGAT,12-Dec-12,88.4,7.11,5,15,11,6.76,0.51,26.49,90,0.04,NA,47.1,58,1.08,8.0,0.12,0.004,<0.0002,<0.001,<0.001,<0.01,0.11,9.0,<0.01,3.5,1.4,6.0,<1,<0.05,8500,505000,96,79,79,63,91,99,85,II
SELANGOR,LANGAT,02 39 104,101 55 501,19,1L05,LANGAT,09-Jan-12,65.0, 5.11 ,6,36,115,6.97,0.05,27.75,174,0.08,104.2,90,205,0.85,18.0,0.17,0.008,<0.0002,<0.001,<0.001,<0.01,0.06,15.2,0.51,4.3,1.3,13.4,<1,<0.05,93500,171000,71,77,57,95,57,100,75,III
SELANGOR,LANGAT,02 35 440,101 57 957,19,1L05,LANGAT,04-Feb-12,57.4,4.63,12,39,3,6.93,1.97,26.27,184,0.09,NA,109,112,0.42,20.0,0.06,0.006,<0.0002,<0.001,<0.001,<0.01,0.02,20.5,0.76,4.7,1.2,12.1,<1,<0.05,26500,250000,61,55,54,30,96,99,64,III
SELANGOR,LANGAT,02 39 104,101 55 501,19,1L05,LANGAT,14-Mar-12,81.3,6.63,4,13,92,6.98,0.90,25.47,109,0.05,73.4,50,142,1.04,7.2,0.09,0.007,<0.0002,<0.001,<0.001,<0.01,0.03,7.2,0.74,3.0,0.9,7.2,<1,<0.05,574,12250,90,83,82,51,57,100,78,II
SELANGOR,LANGAT,02 42 611,101 57 166,19,1L05,LANGAT,05-Apr-12,92.1,7.29,5,14,113,6.90,0.94,27.40,110,0.05,371.9,60,173,1.04,6.5,0.05,0.007,<0.0002,<0.001,<0.001,<0.01,0.08,11.1,0.32,3.3,1.0,8.9,<1,<0.05,95000,455000,100,79,80,50,58,99,79,II
SELANGOR,LANGAT,02 42 611,101 57 166,19,1L05,LANGAT,08-May-12,80.6,6.39,3,12,94,6.76,0.75,27.29,105,0.05,115.9,76,170,0.84,6.3,0.04,0.006,<0.0002,<0.001,<0.001,<0.01,0.07,7.4,0.41,2.8,0.8,7.3,<1,<0.05,36000,101000,90,88,83,55,56,99,79,II
SELANGOR,LANGAT,02 42 611,101 57 166,19,1L05,LANGAT,12-Jun-12,45.0,3.50,11,24,126,6.73,2.53,28.39,195,0.09,107.6,104,230,1.36,10.5,0.10,0.010,<0.0002,<0.001,<0.001,<0.01,0.07,18.7,0.15,6.2,1.3,19.8,<1,<0.05,62500,360000,42,58,70,19,56,99,55,III
SELANGOR,LANGAT,02 42 611,101 57 166,19,1L05,LANGAT,05-Jul-12,70.1,5.51,15,43,116,6.94,2.03,27.81,141,0.07,72.4,77,193,1.15,8.7,0.10,0.008,<0.0002,<0.001,0.003,<0.01,0.03,11.6,0.06,4.3,1.0,11.0,<1,<0.05,8750,194500,78,46,51,29,57,100,60,III
SELANGOR,LANGAT,02 42 611,101 57 166,19,1L05,LANGAT,02-Aug-12,36.9,2.94,20,69,238,6.88,3.91,26.95,243,0.11,129.3,136,374,0.02,18.0,0.21,0.015,<0.0002,<0.001,<0.001,<0.01,0.04,20.9,0.27,5.1,1.3,15.5,<1,<0.05,281500,980000,30,34,32,0,45,99,37,IV
SELANGOR,LANGAT,02 42 611,101 57 166,19,1L05,LANGAT,05-Sep-12,56.7,4.52,13,46,179,6.92,1.41,26.96,186,0.09,111.1,104,283,0.96,21.0,0.05,0.010,<0.0002,<0.001,<0.001,<0.01,0.08,20.2,0.42,4.2,1.3,11.0,<1,<0.05,107500,485000,60,52,48,39,51,99,56,III
SELANGOR,LANGAT,02 41 632,101 56 020,19,1L05,LANGAT,03-Oct-12,58.1,4.48,11,38,233,7.33,2.09,28.50,211,0.09,150.0,104,337,0.09,83.5,0.03,0.006,<0.0002,<0.001,<0.001,<0.01,0.07,23.5,0.15,6.1,6.1,52.7,<1,<0.05,5900,36500,62,58,55,28,45,98,57,III
SELANGOR,LANGAT,02 41 632,101 56 020,19,1L05,LANGAT,07-Nov-12,84.1,6.70,5,14,181,6.96,0.70,26.96,108,0.05,NA,56,237,0.98,8.0,0.02,0.005,<0.0002,<0.001,<0.001,<0.01,0.06,11.3,0.54,3.0,0.9,6.0,<1,<0.05,59500,320000,93,79,80,56,50,100,77,II
SELANGOR,LANGAT,02 41 632,101 56 020,19,1L05,LANGAT,12-Dec-12,92.4,7.55,10,34,72,7.04,0.60,25.62,91,0.04,98.0,47.6,120,1.15,8.0,0.10,0.003,<0.0002,<0.001,<0.001,<0.01,0.09,9.7,<0.01,3.1,0.9,6.2,<1,<0.05,15700,128000,100,61,59,60,64,99,74,III
SELANGOR,LANGAT,02 41 632,101 56 020,19,1L07,LANGAT,09-Jan-12,106.6, 8.63 ,2,6,2,7.30,0.16,26.15,43,0.03,0.3,25,27,0.29,8.0,0.08,0.002,<0.0002,<0.001,<0.001,<0.01,0.04,3.7,0.12,2.0,0.8,4.2,<1,<0.05,3150,38000,100,92,91,83,96,98,94,I
SELANGOR,LANGAT,02 41 632,101 56 020,19,1L07,LANGAT,13-Mar-12,93.1,7.44,2,9,8,6.97,0.04,26.83,40,0.02,5.7,22,30,0.33,2.0,<0.01,0.002,<0.0002,<0.001,<0.001,<0.01,0.02,2.6,0.18,1.9,0.8,3.6,<1,<0.05,3400,89500,100,92,87,96,93,100,95,I
SELANGOR,LANGAT,02 41 632,101 56 020,19,1L07,LANGAT,03-May-12,104.7,8.28,8,26,24,6.88,<0.01,27.42,35,0.01,23.1,20,44,0.45,1.3,<0.01,0.002,<0.0002,<0.001,<0.001,<0.01,0.05,2.9,0.20,2.3,0.7,3.6,<1,<0.05,6150,45500,100,69,67,100,84,99,86,II
SELANGOR,LANGAT,02 27 785,102 03 324,19,1L07,LANGAT,05-Jul-12,103.1,8.30,3,14,2,7.24,0.10,26.44,40,0.02,0.8,24,26,0.06,5.0,<0.01,0.003,<0.0002,<0.001,<0.001,<0.01,0.02,3.5,0.06,2.0,0.8,4.1,<1,<0.05,15800,98000,100,88,80,90,96,98,92,II
SELANGOR,LANGAT,02 27 785,102 03 324,19,1L07,LANGAT,03-Sep-12,103.6,8.25,2,5,2,7.44,<0.01,27.04,43,0.02,6.0,24,26,0.62,5.0,<0.01,0.003,<0.0002,<0.001,<0.001,<0.01,0.03,3.6,0.18,1.8,0.8,4.7,<1,<0.05,1700,40000,100,92,92,100,96,97,96,I
SELANGOR,LANGAT,02 27 785,102 03 324,19,1L07,LANGAT,07-Nov-12,103.7,8.45,2,5,3,7.05,0.03,25.77,36,0.02,2.8,21,24,0.40,4.0,<0.01,0.002,<0.0002,<0.001,<0.001,<0.01,0.06,2.5,0.14,1.8,0.6,3.3,<1,<0.05,3150,48000,100,92,92,97,96,99,96,I
SELANGOR,LANGAT,02 32 302,102 02 168,19,1L15,LANGAT,09-Jan-12,76.7, 6.23 ,2,7,242,6.93,0.08,25.95,119,0.05,233.7,66,308,0.81,15.0,0.69,0.005,<0.0002,<0.001,<0.001,<0.01,0.04,10.6,0.24,3.6,1.4,10.3,<1,<0.05,16350,168000,86,92,90,92,45,99,84,II
SELANGOR,LANGAT,02 32 302,102 02 168,19,1L15,LANGAT,04-Feb-12,77.7,6.32,2,7,22,6.94,1.74,25.88,105,0.05,43.9,62,84,0.98,13.0,0.11,0.004,<0.0002,<0.001,<0.001,<0.01,0.03,10.5,0.46,3.6,1.0,7.8,<1,<0.05,5750,188500,87,92,90,33,85,100,82,II
SELANGOR,LANGAT,02 32 302,102 02 168,19,1L15,LANGAT,13-Mar-12,92.9,7.49,4,19,155,6.97,0.44,26.36,78,0.04,145.2,42,197,0.74,7.1,0.03,0.004,<0.0002,<0.001,<0.001,<0.01,0.03,4.6,0.52,2.5,1.0,6.6,<1,<0.05,14000,194000,100,83,74,65,53,100,80,II
SELANGOR,LANGAT,02 35 538,101 05 119,19,1L15,LANGAT,05-Apr-12,90.5,7.26,9,35,214,6.54,0.84,26.64,88,0.04,409.4,52,266,0.98,9.3,0.03,0.006,<0.0002,<0.001,<0.001,<0.01,0.10,8.8,0.38,3.1,1.3,11.5,<1,<0.05,107500,284000,97,65,58,52,47,97,70,III
SELANGOR,LANGAT,02 35 538,101 05 119,19,1L15,LANGAT,03-May-12,99.2,8.17,17,50,292,6.72,0.36,25.16,70,0.03,374.4,41,333,1.00,2.8,0.03,0.003,<0.0002,<0.001,<0.001,<0.01,0.04,7.9,0.53,3.6,0.7,5.6,<1,<0.05,76000,246000,100,41,45,68,40,99,65,III
SELANGOR,LANGAT,02 35 538,101 05 119,19,1L15,LANGAT,12-Jun-12,75.2,5.98,4,10,168,6.96,1.74,27.09,127,0.06,78.4,75,243,0.72,6.8,0.12,0.010,<0.0002,<0.001,<0.001,<0.01,0.08,11.9,0.23,5.5,1.0,14.0,<1,<0.05,74500,360000,84,83,86,33,52,100,73,III
SELANGOR,LANGAT,02 35 538,101 05 119,19,1L15,LANGAT,05-Jul-12,86.7,7.07,7,19,27,6.90,1.31,25.69,93,0.05,34.4,54,81,0.67,10.0,0.11,0.006,<0.0002,<0.001,<0.001,<0.01,0.03,7.3,0.12,3.7,1.0,8.4,<1,<0.05,5400,124000,95,73,74,41,83,99,78,II
SELANGOR,LANGAT,02 35 538,101 05 119,19,1L15,LANGAT,02-Aug-12,44.0,3.53,25,78,183,6.60,6.36,26.56,212,0.10,57.5,119,302,0.02,15.0,0.51,0.022,<0.0002,<0.001,<0.001,<0.01,0.02,13.0,0.38,4.8,1.1,13.9,<1,<0.05,525000,5800000,41,25,27,0,50,98,38,IV
SELANGOR,LANGAT,02 35 538,101 05 119,19,1L15,LANGAT,03-Sep-12,88.1,6.99,5,16,30,7.09,2.81,27.20,145,0.07,31.3,72,102,0.93,15.4,0.23,0.010,<0.0002,<0.001,0.003,<0.01,0.06,9.4,1.01,4.6,1.3,14.9,<1,<0.05,2700,69500,96,79,78,15,81,99,76,III
SELANGOR,LANGAT,02 35 544,102 03 167,19,1L15,LANGAT,03-Oct-12,84.0,6.65,5,14,118,7.21,1.34,27.30,113,0.05,60.0,55,173,0.99,15.4,0.04,0.005,<0.0002,<0.001,<0.001,<0.01,0.05,9.3,0.19,3.8,1.1,8.6,<1,<0.05,10750,62500,93,79,80,40,57,99,75,III
SELANGOR,LANGAT,02 35 544,102 03 167,19,1L15,LANGAT,07-Nov-12,101.4,8.29,8,29,77,7.01,0.49,25.58,69,0.03,57.4,39,116,0.75,5.0,0.02,0.004,<0.0002,<0.001,<0.001,<0.01,0.07,6.1,0.62,2.6,0.9,4.8,<1,<0.05,35000,132000,100,69,64,64,62,99,77,II
SELANGOR,LANGAT,02 35 544,102 03 167,19,1L15,LANGAT,12-Dec-12,105.4,8.60,8,24,11,7.08,0.58,25.68,67,0.03,73.5,36.3,47,0.81,6.0,0.11,0.003,<0.0002,<0.001,<0.001,<0.01,0.09,5.9,<0.01,3.1,0.8,5.1,<1,<0.05,38000,127000,100,69,70,60,91,99,82,II
SELANGOR,LANGAT,02 35 544,102 03 167,19,1L16,LANGAT,09-Jan-12,105.4, 8.39 ,2,5,5,7.17,0.08,27.05,45,0.02,12.0,28,33,0.40,8.0,0.09,0.002,<0.0002,<0.001,<0.001,<0.01,0.04,3.4,0.30,2.2,0.7,4.5,<1,<0.05,9600,39000,100,92,92,92,95,99,95,I
SELANGOR,LANGAT,02 35 544,102 03 167,19,1L16,LANGAT,13-Mar-12,90.9,7.31,2,5,21,6.83,0.09,26.49,44,0.02,25.1,24,45,0.51,2.9,<0.01,0.003,<0.0002,<0.001,<0.001,<0.01,0.02,3.0,0.40,2.0,0.7,4.0,<1,<0.05,7700,115500,97,92,92,91,86,99,93,I
SELANGOR,LANGAT,02 35 544,102 03 167,19,1L16,LANGAT,03-May-12,98.0,7.99,8,25,64,6.53,0.16,25.73,40,0.02,78.9,24,88,0.76,2.2,0.01,0.003,<0.0002,<0.001,<0.001,<0.01,0.04,3.4,0.46,2.5,0.6,4.0,<1,<0.05,9300,60000,100,69,69,84,66,97,81,II
SELANGOR,LANGAT,02 35 440,101 57 957,19,1L16,LANGAT,05-Jul-12,95.9,7.90,4,21,14,7.12,0.12,25.18,42,0.02,13.0,27,41,0.37,5.0,0.02,0.004,<0.0002,<0.001,<0.001,<0.01,0.03,3.3,0.10,2.4,0.7,4.2,<1,<0.05,9200,108500,100,83,73,88,89,99,89,II
SELANGOR,LANGAT,02 35 440,101 57 957,19,1L16,LANGAT,03-Sep-12,97.2,7.85,2,6,1,7.19,<0.01,26.28,47,0.02,5.7,30,31,0.70,6.0,0.02,0.004,<0.0002,<0.001,<0.001,<0.01,0.03,2.9,0.43,2.1,0.8,5.9,<1,<0.05,3100,73000,100,92,91,100,97,99,96,I
SELANGOR,LANGAT,02 35 440,101 57 957,19,1L16,LANGAT,07-Nov-12,99.2,8.05,5,15,11,7.12,0.10,25.98,41,0.02,29.9,24,35,0.63,4.0,0.02,0.003,<0.0002,<0.001,<0.001,<0.01,0.04,2.8,0.51,2.0,0.6,3.3,<1,<0.05,6900,51000,100,79,79,90,91,99,90,II
SELANGOR,LANGAT,02 51 898,101 26 249,19,1L01,LANGAT,2013/1/4,61.2,4.65,5,17,195,5.61,1.05,29.20,3470,1.60,145.2,1910,2105,0.40,797.7,0.14,0.001,<0.0002,<0.001,<0.001,<0.01,0.20,30.3,0.32,23.7,62.7,489.4,<1,<0.05,980,12350,66,79,76,47,49,84,67,III
SELANGOR,LANGAT,02 51 898,101 26 249,19,1L01,LANGAT,2013/3/6,53.7,3.85,6,22,81,6.65,0.56,30.39,16176,8.45,36.8,8400,8481,0.11,4470.0,<0.01,0.002,<0.0002,<0.001,<0.001,<0.01,0.03,113.0,0.02,119.0,317.9,2620.0,<1,<0.05,13900,385000,55,77,72,61,60,98,69,III
SELANGOR,LANGAT,02 51 898,101 26 249,19,1L01,LANGAT,2013/5/4,31.5,2.49,5,13,52,6.47,0.57,27.40,614,0.30,111.4,356,408,1.88,152.0,0.02,0.003,<0.0002,<0.001,<0.001,<0.01,0.07,11.3,0.82,6.4,9.5,80.3,<1,<0.05,1900,16500,23,79,82,61,71,97,65,III
SELANGOR,LANGAT,02 51 898,101 26 249,19,1L01,LANGAT,2013/7/7,67.2,4.77,7,20,102,7.19,0.89,29.60,21250,12.66,32.0,10400,10502,0.72,6030.0,0.03,0.004,0.0002,<0.001,<0.001,<0.01,0.06,155.1,1.11,144.5,435.8,3350.0,<1,<0.05,200,6950,74,73,73,51,59,99,71,III
SELANGOR,LANGAT,02 51 898,101 26 249,19,1L01,LANGAT,2013/9/4,75.2,5.42,2,7,21,5.79,1.40,29.06,19923,11.81,42.4,9280,9301,0.12,5470.0,0.01,0.002,<0.0002,<0.001,<0.001,<0.01,0.12,135.7,0.70,129.3,363.8,3180.0,<1,<0.05,600,6100,84,92,90,39,86,87,80,II
SELANGOR,LANGAT,02 48 915,101 30 727,19,1L01,LANGAT,2013/11/8,40.6,3.07,6,20,31,4.21,0.90,28.12,10539,5.93,62.9,5250,5281,0.01,3170.0,0.04,0.001,<0.0002,0.006,<0.001,<0.01,0.20,77.3,0.37,72.4,192.6,1710.0,<1,<0.05,24,4050,36,77,73,51,81,34,59,III
SELANGOR,LANGAT,02 48 915,101 30 727,19,1L02,LANGAT,2013/1/4,61.0,4.71,5,19,184,5.97,0.81,28.69,145,0.07,226.6,78,262,1.01,9.7,0.13,0.003,<0.0002,<0.001,0.0019,<0.01,0.15,9.5,1.61,4.5,2.8,8.8,<1,<0.05,1000,15700,66,79,74,53,50,90,68,III
SELANGOR,LANGAT,02 48 915,101 30 727,19,1L02,LANGAT,2013/2/14,50.5,3.90,5,14,821,6.31,1.00,28.81,208,0.09,620.4,100,921,3.51,15.0,0.06,0.003,<0.0002,<0.001,<0.001,<0.01,0.06,13.6,1.16,5.3,3.7,14.0,<1,<0.05,2200,40000,50,79,80,48,7,95,59,III
SELANGOR,LANGAT,02 48 915,101 30 727,19,1L02,LANGAT,2013/3/6,46.0,3.45,12,28,57,6.30,0.97,30.43,180,0.08,107.0,90,147,1.20,10.0,0.03,0.003,<0.0002,<0.001,<0.001,<0.01,0.03,11.8,0.71,5.5,5.7,34.5,<1,<0.05,1200,6250,44,55,65,49,69,95,60,III
SELANGOR,LANGAT,02 48 915,101 30 727,19,1L02,LANGAT,2013/4/3,38.6,2.89,4,12,78,6.54,0.97,30.50,150,0.07,95.6,86,164,1.25,8.7,0.05,0.004,0.0005,<0.001,<0.001,<0.01,0.05,11.1,0.78,4.4,1.8,9.1,<1,<0.05,1800,10200,33,83,83,49,61,97,65,III
SELANGOR,LANGAT,02 48 915,101 30 727,19,1L02,LANGAT,2013/5/4,62.2,4.95,9,24,187,6.44,0.88,27.07,122,0.06,204.5,70,257,0.86,24.0,0.04,0.005,<0.0002,<0.001,<0.001,<0.01,0.07,9.0,0.99,4.3,2.5,18.3,<1,<0.05,2650,22500,68,65,69,51,50,96,65,III
