ID,LATITUDE,LONGTITUDE,RIVER,SMPDAT,YEAR,CLASS,DO,BOD,COD,SS,pH,AN,COND,SAL,DS,TS,TEMP,TUR,E-coli,Coliform,NO3,Cl,PO4,As,Hg,Cd,Cr,Pb,Zn,Ca,Fe,K,Mg,Na
676,2.777479,101.752031,JIJAN,4/12/2017,2017,II,0.633,0.087,0.112,0.03,0.522,0.046,0.00181,0.001,0.001,0.00424,0.516,0.072,0.00001,2.13E-06,0.034,0.00067,0,0.01018,0.14337,0.0124,0.00166,0.00515,0.00844,0.00062,0.162,0.006,0.00008,0.0004276
677,2.8922,101.764339,BUAN,4/10/2017,2017,III,0.578,0.109,0.131,0.029,0.619,0.256,0.03848,0.03,0.039,0.04141,0.426,0.011,0.00001,6.81E-07,0.04,0.00193,0.10286,0.01952,0.14337,0.0124,0.00166,0.04639,0.03257,0.00293,0.398,0.012,0.00038,0.034057796
678,2.91837,101.86272,RINCHING,7/8/2017,2017,III,0.358,0.217,0.143,0.002,0.57,0.153,0.00333,0.002,0.002,0.0021,0.71,0.01,0.00001,1.49E-06,0.007,0.00067,0.13714,0.15959,0.14337,0.0124,0.00166,0,0.01206,0.00287,0.127,0.01,0.00042,0.001553545
679,3.167259,101.850525,LANGAT,8/12/2017,2017,II,0.71,0.283,0.234,0.004,0.619,0.001,0.00085,0.001,0,0.00037,0.376,0.007,0.00001,1.06E-06,0.012,0,0,0.01018,0.14337,0.0124,0.00166,0,0.00241,0.00002,0.029,0.002,0,0.000249819
680,2.970669,101.693313,CHUAU,5/9/2017,2017,II,0.408,0.043,0.052,0.001,0.701,0.002,0.00173,0.001,0.001,0.00086,0.466,0.008,0.00001,2.38E-07,0.009,0.0003,0,0.03819,0.14337,0.0124,0.00166,0,0.076,0.0009,0.165,0.003,0.00023,0.00048686
681,2.87611,101.451639,LANGAT,5/10/2017,2017,III,0.168,0.152,0.143,0.019,0.497,0.05,0.56699,0.536,0.621,0.62418,0.507,0.091,0.00001,5.53E-07,0,0.53849,0.01714,0.05687,0.14337,0.0124,0.02246,0.01546,0.02895,0.06613,0,0.366,0.16458,0.571844637
682,2.855499,101.681547,LANGAT,4/10/2017,2017,III,0.407,0.196,0.167,0.036,0.681,0.293,0.00572,0.004,0.009,0.01267,0.475,0.06,0.00001,9.15E-07,0.021,0.00274,0.08286,0.13157,0.14337,0.0124,0.00166,0.01031,0.01809,0.00147,0.054,0.008,0.00023,0.002457264
683,2.848104,101.824531,BATANG BENAR,7/8/2017,2017,III,0.33,0.109,0.1,0.007,0.662,0.263,0.00823,0.006,0.008,0.00814,0.782,0.019,0.00001,2.43E-06,0.054,0.00185,0.13429,0.08488,0.14337,0.0124,0.12646,0,0.02654,0.0048,0.35,0.035,0.00069,0.005094345
684,2.895012,101.68419,CHUAU,7/7/2017,2017,II,0.667,0.043,0.046,0.003,0.71,0.019,0.00224,0.002,0.001,0.0014,0.616,0.003,0.00001,6.81E-07,0,0.00022,0.01429,0.00084,0.14337,0.0124,0.00166,0,0.00121,0.00277,0.01,0.004,0.00042,0.000442415
685,2.815335,101.512831,LANGAT,4/12/2017,2017,III,0.394,0.152,0.198,0.078,0.587,0.171,0.00275,0.002,0.007,0.01513,0.579,0.175,0.00001,6.38E-07,0.09,0.00156,0.02286,0.09422,0.14337,0.0124,0.02246,0.04639,0.05066,0.00141,0.089,0.01,0.00065,0.002486894
686,2.87611,101.451639,LANGAT,6/12/2017,2017,III,0.406,0.065,0.076,0.08,0.511,0.065,0.49067,0.456,0.609,0.61596,0.69,0.094,0,3.06E-07,0,0.44885,0.01714,0.07554,0.14337,0.0124,0.08486,0.01546,0.05549,0.03543,0,0.304,0.13881,0.48295425
687,2.946371,101.847649,SEMENYIH,8/8/2017,2017,II,0.593,0.087,0.1,0.02,0.607,0.065,0.00165,0.001,0.001,0.00292,0.291,0.026,0,1.04E-06,0.035,0.00022,0.12571,0.22495,0.14337,0.0124,0.00166,0.00515,0.02051,0.00081,0.283,0.006,0.00012,0.000797976
688,2.777479,101.752031,JIJAN,4/10/2017,2017,II,0.593,0.196,0.149,0.007,0.628,0.058,0.00244,0.002,0.001,0.00202,0.41,0.047,0,7.23E-07,0.033,0.00104,0.05143,0.01018,0.14337,0.0124,0.00166,0.00515,0.00965,0.00113,0.28,0.008,0.00031,0.000901682
689,2.892928,101.696742,LIMAU MANIS,3/11/2017,2017,III,0.616,0.196,0.155,0.048,0.587,0.143,0.0039,0.003,0.003,0.00777,0.374,0.065,0,1.70E-06,0.047,0.00045,0,0.03819,0.14337,0.0124,0.00166,0.00515,0.00965,0.00185,0.264,0.007,0.00042,0.001079463
690,2.895012,101.68419,CHUAU,3/11/2017,2017,II,0.66,0.109,0.094,0.001,0.68,0.012,0.00262,0.002,0.002,0.00165,0.577,0.003,0,5.53E-07,0.009,0.00052,0,0.00084,0.14337,0.0124,0.00166,0,0.00241,0.00321,0,0.006,0.00031,0.000812792
691,2.976173,101.701886,ANAK CHUAU,5/1/2018,2018,III,0.461,0.065,0.082,0.008,0.676,0.124,0.00466,0.003,0.003,0.00362,0.481,0.021,0.00004,1.96E-07,0.017,0.00097,0.01143,0.02885,0.14337,0.0124,0.00166,0,0.00724,0.001,0.025,0.004,0.00015,0.001390579
692,2.970669,101.693313,CHUAU,5/1/2018,2018,II,0.493,0.043,0.058,0.005,0.711,0.005,0.00224,0.002,0.001,0.0014,0.403,0.009,0,1.49E-07,0.013,0.0003,0,0.02885,0.14337,0.0124,0.00166,0,0.01327,0.001,0.162,0.003,0.00015,0.00045723
693,2.892928,101.696742,LIMAU MANIS,5/1/2018,2018,II,0.607,0.152,0.082,0.013,0.658,0.076,0.00435,0.003,0.003,0.00428,0.383,0.021,0.00001,9.36E-07,0.007,0.00037,0.01143,0.09422,0.14337,0.0124,0.00166,0,0.00603,0.00179,0.366,0.005,0.00023,0.000709086
694,2.895012,101.68419,CHUAU,5/1/2018,2018,II,0.715,0.109,0.076,0.004,0.759,0.012,0.00246,0.002,0.002,0.00177,0.48,0.001,0,1.11E-06,0.001,0.00037,0,0.00084,0.14337,0.0124,0.00166,0,0.00362,0.00128,0.006,0.005,0.00015,0.000575751
695,2.87611,101.451639,LANGAT,5/2/2018,2018,III,0.261,0.13,0.131,0.012,0.63,0.034,0.49034,0.457,0.568,0.56796,0.547,0.018,0.00002,1.06E-05,0.008,0.4607,0,0.02885,0.14337,0.0124,0.02246,0,0.01206,0.04208,0.108,0.25,0.14727,0.465176172
696,2.815335,101.512831,LANGAT,5/2/2018,2018,III,0.318,0.109,0.094,0.024,0.506,0.08,0.00723,0.005,0.009,0.0118,0.537,0.033,0,6.81E-08,0.059,0.00986,0,0.02885,0.14337,0.0124,0.00166,0.00515,0.01327,0.0047,0.035,0.016,0.0045,0.010516659
697,2.813262,101.642225,BATANG LABU,5/2/2018,2018,III,0.53,0.13,0.112,0.025,0.748,0.082,0.005,0.004,0.003,0.0058,0.694,0.039,0.00001,1.70E-07,0.064,0.00097,0.03143,0.08488,0.14337,0.0124,0.00166,0.01031,0.02171,0.00331,0.14,0.011,0.00088,0.002042442
698,2.855499,101.681547,LANGAT,5/2/2018,2018,III,0.558,0.109,0.094,0.019,0.741,0.081,0.00429,0.003,0.003,0.00457,0.567,0.043,0.00004,9.79E-07,0.043,0.0006,0.03714,0.08488,0.14337,0.0124,0.00166,0.01031,0.01327,0.00226,0.124,0.007,0.00031,0.001583175
699,2.892121,101.749958,SEMENYIH,5/2/2018,2018,II,0.556,0.065,0.082,0.028,0.736,0.026,0.00322,0.002,0.002,0.00465,0.412,0.056,0.00004,5.53E-07,0.033,0.00037,0.03143,0.04753,0.14337,0.0124,0.00166,0.01031,0.00603,0.00185,0.22,0.006,0.00019,0.00162762
700,2.8922,101.764339,BUAN,5/2/2018,2018,II,0.552,0.087,0.07,0.019,0.695,0.082,0.03487,0.027,0.035,0.0364,0.653,0.025,0.00001,1.70E-06,0.017,0.00097,0.04857,0.01952,0.14337,0.0124,0.00166,0.10825,0.01568,0.00401,0.181,0.007,0.00038,0.039983822
701,2.7872,101.701531,BATANG LABU,5/2/2018,2018,III,0.502,0.13,0.112,0.013,0.708,0.073,0.00413,0.003,0.002,0.00362,0.568,0.025,0.00005,8.30E-07,0.031,0.00089,0.07143,0.02885,0.14337,0.0124,0.00166,0,0.00724,0.00242,0.239,0.007,0.00031,0.002368373
702,2.777479,101.752031,JIJAN,7/2/2018,2018,II,0.7,0.087,0.1,0.003,0.646,0.04,0.00252,0.002,0.002,0.00181,0.386,0.012,0.00001,5.36E-07,0.04,0.00126,0.04286,0.00084,0.14337,0.0124,0.00166,0,0.00483,0.00179,0.089,0.01,0.00065,0.001257243
703,2.787198,101.751546,BATANG LABU,7/2/2018,2018,III,0.537,0.13,0.119,0.008,0.597,0.151,0.00374,0.003,0.003,0.00313,0.296,0.02,0.00001,0.000000134,0.035,0.00067,0.14,0.03819,0.14337,0.0124,0.00166,0,0.00483,0.00233,0.143,0.009,0.00042,0.00162762
704,2.78164,101.798345,BATANG LABU,7/2/2018,2018,II,0.699,0.065,0.058,0.004,0.611,0.003,0.0021,0.002,0.001,0.0014,0.366,0.008,0.00002,7.02E-07,0.03,0.00037,0.02286,0.01018,0.14337,0.0124,0.00166,0,0.00241,0.00179,0.067,0.007,0.00038,0.000723901
705,2.801874,101.791659,BATANG NILAI,7/2/2018,2018,III,0.602,0.109,0.058,0.005,0.689,0.472,0.0096,0.007,0.011,0.01086,0.383,0.012,0.0006,4.68E-06,0.004,0.00134,0.2,0.1129,0.14337,0.0124,0.00166,0,0.00844,0.00331,0.048,0.013,0.00046,0.007257345
706,2.814387,101.81132,BATANG NILAI,7/2/2018,2018,III,0.432,0.152,0.119,0.009,0.761,0.108,0.02189,0.017,0.023,0.02381,0.351,0.009,0.00009,1.21E-06,0.008,0.0023,0.13143,0.06621,0.14337,0.0124,0.00166,0,0.00241,0.00226,0.146,0.011,0.00038,0.024131703
707,2.861724,101.81654,PAJAM,7/2/2018,2018,III,0.437,0.304,0.24,0.058,0.639,0.607,0.02218,0.017,0.022,0.02867,0.72,0.042,0.00033,2.47E-06,1,0.00356,0.08571,0.00084,0.14337,0.0124,0.00166,0,0.54885,0.02524,0.01,0.029,0.00127,0.00727216
708,2.848104,101.824531,BATANG BENAR,7/2/2018,2018,II,0.64,0.065,0.058,0.007,0.713,0.173,0.00671,0.005,0.008,0.00806,0.439,0.011,0.0001,1.13E-06,0.179,0.00111,0.04571,0.03819,0.14337,0.0124,0.00166,0,0.02774,0.00578,0.204,0.02,0.00042,0.002812825
709,2.877132,101.839741,PAJAM,7/2/2018,2018,II,0.568,0.043,0.07,0.013,0.699,0.047,0.00405,0.003,0.003,0.00391,0.541,0.02,0.00011,5.96E-07,0.077,0.00067,0.02857,0.03819,0.14337,0.0124,0.00166,0,0.00965,0.00328,0.124,0.012,0.00038,0.00162762
710,2.888253,101.829003,BERANANG,7/2/2018,2018,II,0.558,0.065,0.082,0.039,0.68,0.016,0.00266,0.002,0.002,0.00568,0.415,0.07,0.00006,0.000000766,0.04,0.00037,0.02286,0.03819,0.14337,0.0124,0.00166,0.01546,0.00724,0.00154,0.267,0.009,0.00023,0.001420209
711,2.994563,101.783654,BATANG LABU,8/2/2018,2018,III,0.463,0.109,0.088,0.025,0.608,0.141,0.00455,0.003,0.003,0.00563,0.434,0.046,0.00045,2.17E-06,0.027,0.00074,0.05714,0.09422,0.14337,0.0124,0.00166,0.00515,0.01809,0.00353,0.054,0.009,0.0005,0.00162762
712,2.993079,101.785532,LANGAT,8/2/2018,2018,III,0.442,0.087,0.076,0.009,0.619,0.148,0.00458,0.003,0.003,0.00387,0.399,0.033,0.0004,2.11E-06,0.029,0.00052,0.05429,0.09422,0.14337,0.0124,0.00166,0.00515,0.01809,0.0041,0.051,0.006,0.00038,0.001464654
713,3.01511,101.767694,BALAK,8/2/2018,2018,III,0.27,0.065,0.058,0.03,0.636,0.66,0.00919,0.007,0.011,0.01361,0.529,0.058,0.00097,1.06E-05,0.003,0.00141,0.22,0.37436,0.14337,0.0124,0.06406,0.04124,0.76236,0.00489,0.054,0.015,0.00062,0.003405428
714,3.040719,101.77367,LANGAT,8/2/2018,2018,II,0.668,0.065,0.082,0.025,0.661,0.118,0.00269,0.002,0.002,0.00415,0.375,0.033,0.00012,1.28E-06,0.023,0.0003,0.07143,0.05687,0.14337,0.0124,0.02246,0.00515,0.00603,0.00201,0.076,0.005,0.00023,0.000975757
715,3.06859,101.786005,BATANG LABU,8/2/2018,2018,II,0.724,0.065,0.052,0.075,0.727,0.021,0.00156,0.001,0.001,0.00876,0.332,0.157,0.00007,7.45E-07,0.016,0.00008,0.02286,0.06621,0.14337,0.0124,0.00166,0.03608,0.00965,0.00116,0.067,0.004,0.00015,0.000605381
716,3.047051,101.776908,LANGAT,8/2/2018,2018,II,0.641,0.065,0.064,0.006,0.668,0.084,0.00241,0.002,0.001,0.00173,0.375,0.019,0.00011,2.04E-06,0.021,0.00015,0.03143,0.02885,0.14337,0.0124,0.00166,0,0.00362,0.00163,0.08,0.004,0.00023,0.000797976
717,2.964141,101.783797,LANGAT,8/2/2018,2018,III,0.364,0.087,0.088,0.015,0.7,0.145,0.00483,0.004,0.003,0.00477,0.532,0.041,0.00028,2.98E-06,0.032,0.0006,0.06286,0.10356,0.14337,0.0124,0.00166,0.01031,0.05549,0.00423,0.073,0.007,0.00038,0.00159799
718,2.91837,101.86272,RINCHING,9/2/2018,2018,III,0.631,0.087,0.112,0.093,0.588,0.053,0.00261,0.002,0.001,0.01156,0.368,0.125,0.00001,2.21E-06,0.017,0.00045,0.03143,0.08488,0.14337,0.0124,0.00166,0.01546,0.01327,0.00075,0.134,0.006,0.00019,0.000886867
719,2.946371,101.847649,SEMENYIH,9/2/2018,2018,II,0.647,0.065,0.082,0.017,0.623,0.028,0.00142,0.001,0.001,0.00226,0.382,0.03,0.00001,1.40E-06,0.018,0.00022,0.03143,0.05687,0.14337,0.0124,0.00166,0.00515,0.00483,0.0009,0.134,0.004,0.00012,0.00048686
720,3.008812,101.868933,SEMENYIH,9/2/2018,2018,II,0.724,0.065,0.094,0.016,0.696,0.018,0.00097,0.001,0,0.00169,0.411,0.026,0.00001,7.45E-07,0.009,0.00008,0.02,0.04753,0.14337,0.0124,0.00166,0.00515,0.00724,0.00005,0.095,0.003,0,0.000353525
721,3.173894,101.869146,RINCHING,9/2/2018,2018,II,0.739,0.065,0.076,0.003,0.719,0.001,0.00097,0.001,0,0.00029,0.311,0.005,0.00001,1.06E-06,0.011,0.00008,0.01429,0.01018,0.14337,0.0124,0.00166,0,0.00603,0.00014,0.083,0.003,0.00008,0.000383155
722,3.167259,101.850525,LANGAT,10/2/2018,2018,II,0.78,0.087,0.1,0.001,0.707,0.003,0.00099,0.001,0,0.00008,0.515,0.003,0,0.0000004,0.013,0.00037,0.01714,0.01018,0.14337,0.0124,0.00166,0,0.00241,0.00011,0.032,0.003,0,0.000353525
723,3.111312,101.816819,LANGAT,10/2/2018,2018,II,0.751,0.109,0.143,0.003,0.724,0.006,0.0012,0.001,0,0.00045,0.531,0.012,0.00003,4.26E-07,0.016,0.00052,0.01429,0.01952,0.14337,0.0124,0.00166,0,0.00241,0.00014,0.073,0.004,0.00004,0.00045723
724,3.097682,101.805301,BATANG LABU,10/2/2018,2018,II,0.74,0.13,0.119,0.021,0.712,0.015,0.00137,0.001,0.001,0.00259,0.555,0.026,0.00002,4.68E-07,0.016,0.0003,0.02,0.02885,0.14337,0.0124,0.00166,0.00515,0.00603,0.00027,0.099,0.003,0.00008,0.000501675
725,3.067411,101.775484,BATANG LABU,10/2/2018,2018,III,0.481,0.13,0.143,0.024,0.652,0.394,0.00656,0.005,0.006,0.00851,0.682,0.044,0.00036,1.68E-06,0.018,0.00089,0.16,0.1129,0.14337,0.0124,0.00166,0.00515,0.01086,0.00277,0.048,0.009,0.00035,0.002501709
726,3.068323,101.771511,SERING,10/2/2018,2018,III,0.361,0.087,0.119,0.015,0.604,0.457,0.00606,0.004,0.006,0.00703,0.591,0.033,0.00045,2.06E-06,0.01,0.00089,0.17429,0.10356,0.14337,0.0124,0.00166,0,0.01448,0.0034,0.003,0.01,0.00031,0.002501709
727,2.976173,101.701886,ANAK CHUAU,7/3/2018,2018,III,0.276,0.152,0.131,0.009,0.722,0.093,0.00739,0.006,0.007,0.00806,0.532,0.024,0.00003,0.001297872,0.019,0.00319,0.01143,0.02885,0.14337,0.0124,0.00166,0,0.02292,0.00223,0.07,0.008,0.00127,0.004442482
728,2.970669,101.693313,CHUAU,7/3/2018,2018,III,0.388,0.152,0.131,0.014,0.691,0.012,0.00411,0.003,0.001,0.00214,0.489,0.057,0.00002,1.17E-06,0.017,0.0003,0,0.02885,0.14337,0.0124,0.00166,0,0.01568,0.00103,0.337,0.005,0.00023,0.000605381
729,2.892928,101.696742,LIMAU MANIS,7/3/2018,2018,II,0.607,0.174,0.155,0.013,0.742,0.04,0.00528,0.004,0.003,0.00424,0.508,0.031,0.00001,8.94E-07,0.008,0.00052,0,0.09422,0.14337,0.0124,0.00166,0.00515,0.00724,0.00467,0.216,0.007,0.00088,0.001035018
730,2.895012,101.68419,CHUAU,7/3/2018,2018,II,0.704,0.087,0.094,0.001,0.932,0.005,0.00316,0.002,0.002,0.00197,0.662,0.002,0,2.77E-07,0,0.00082,0,0.00084,0.14337,0.0124,0.00166,0,0.00603,0.00261,0.003,0.006,0.00054,0.001301689
731,2.87611,101.451639,LANGAT,3/4/2018,2018,III,0.189,0.065,0.082,0.131,0.549,0.058,0.66109,0.632,0.716,0.72922,0.72,0.096,0.00001,2.77E-07,0.001,0.65035,0.04,0.1129,0.14337,0.0124,0.04326,0.02062,0.1146,0.05758,0.029,0.404,0.19497,0.665179543
732,2.815335,101.512831,LANGAT,3/4/2018,2018,IV,0.251,0.152,0.179,0.253,0.581,0.123,0.0154,0.012,0.011,0.03878,0.63,0.142,0.00003,3.06E-07,0.135,0.00608,0.04,0.07554,0.14337,0.0124,0.02246,0.02577,0.1146,0.00179,0.086,0.018,0.00185,0.014338945
733,2.813262,101.642225,BATANG LABU,3/4/2018,2018,III,0.436,0.174,0.216,0.104,0.568,0.112,0.00858,0.006,0.006,0.01773,0.657,0.116,0.00003,4.68E-07,0.109,0.00193,0.04,0.07554,0.14337,0.0124,0.00166,0.01546,0.1146,0.00306,0.118,0.017,0.00065,0.003494318
734,2.855499,101.681547,LANGAT,3/4/2018,2018,III,0.434,0.152,0.167,0.053,0.538,0.215,0.00483,0.004,0.003,0.00818,0.68,0.07,0.00005,6.38E-07,0.041,0.00067,0.04,0.10356,0.14337,0.0124,0.02246,0.04124,0.1146,0.00302,0.13,0.009,0.00035,0.00156836
735,2.892121,101.749958,SEMENYIH,3/4/2018,2018,III,0.566,0.13,0.149,0.036,0.6,0.033,0.0036,0.003,0.002,0.00568,0.621,0.041,0.00004,7.02E-07,0.049,0.0006,0.04,0.07554,0.14337,0.0124,0.00166,0.00515,0.1146,0.00144,0.232,0.01,0.00023,0.001642435
736,2.8922,101.764339,BUAN,4/4/2018,2018,III,0.588,0.109,0.131,0.017,0.565,0.226,0.01296,0.01,0.014,0.01542,0.471,0.023,0.00003,1.40E-06,0.018,0.00423,0.04,0.03819,0.14337,0.0124,0.00166,0.03093,0.1146,0.00233,0.337,0.01,0.00081,0.012531508
737,2.7872,101.701531,BATANG LABU,4/4/2018,2018,III,0.463,0.13,0.112,0.036,0.589,0.099,0.00412,0.003,0.002,0.00605,0.545,0.074,0.00001,1.70E-07,0.027,0.00097,0.04,0.03819,0.14337,0.0124,0.00166,0.01031,0.1146,0.00195,0.283,0.009,0.00046,0.002086887
738,2.777479,101.752031,JIJAN,4/4/2018,2018,III,0.673,0.196,0.185,0.031,0.506,0.07,0.00269,0.002,0.002,0.00502,0.594,0.063,0.00004,7.45E-07,0.033,0.00104,0.04,0.01018,0.14337,0.0124,0.00166,0,0.1146,0.00132,0.115,0.01,0.00031,0.000990572
739,2.78164,101.798345,BATANG LABU,4/4/2018,2018,II,0.621,0.13,0.161,0.022,0.607,0.004,0.00249,0.002,0.001,0.00362,0.734,0.044,0.00014,0.000001617,0.031,0.00045,0.04,0.01952,0.14337,0.0124,0.00166,0.01031,0.1146,0.00135,0.175,0.008,0.00027,0.000797976
740,2.801874,101.791659,BATANG NILAI,4/4/2018,2018,III,0.564,0.109,0.1,0.019,0.629,0.18,0.00625,0.005,0.007,0.00876,0.715,0.014,0.00004,1.06E-06,0.01,0.00111,0.04,0.08488,0.14337,0.0124,0.00166,0,0.1146,0.00293,0.029,0.012,0.00031,0.00379062
741,2.787198,101.751546,BATANG LABU,4/4/2018,2018,III,0.556,0.13,0.143,0.026,0.581,0.116,0.00382,0.003,0.003,0.00526,0.68,0.03,0.00009,1.53E-06,0.027,0.00074,0.04,0.05687,0.14337,0.0124,0.00166,0.00515,0.1146,0.00176,0.102,0.01,0.00027,0.001968367
742,2.814387,101.81132,BATANG NILAI,6/4/2018,2018,III,0.501,0.087,0.125,0.012,0.725,0.128,0.02043,0.016,0.02,0.02139,0.522,0.011,0.00045,2.98E-06,0.008,0.00326,0.04,0.25296,0.14337,0.0124,0.00166,0.01031,0.1146,0.00056,0.076,0.014,0.00019,0.023983552
743,2.861724,101.81654,PAJAM,6/4/2018,2018,IV,0.441,0.5,0.532,0.041,0.574,0.322,0.00788,0.006,0.009,0.01304,0.731,0.021,0.00121,0.00013617,0.073,0.00185,0.04,0.01952,0.14337,0.0124,0.02246,0.01031,0.1146,0.00397,0.105,0.015,0.0005,0.004664708
744,2.848104,101.824531,BATANG BENAR,6/4/2018,2018,III,0.547,0.043,0.058,0.009,0.631,0.25,0.00689,0.005,0.007,0.00769,0.612,0.015,0.00033,0.000012766,0.123,0.00111,0.04,0.07554,0.14337,0.0124,0.02246,0,0.1146,0.00552,0.054,0.017,0.0005,0.002664675
745,2.888253,101.829003,BERANANG,6/4/2018,2018,II,0.622,0.043,0.046,0.03,0.62,0.034,0.00318,0.002,0.002,0.00506,0.716,0.041,0.00003,1.62E-07,0.052,0.0006,0.04,0.08488,0.14337,0.0124,0.00166,0.01031,0.1146,0.00163,0.115,0.01,0.00027,0.00168688
746,2.877132,101.839741,PAJAM,6/4/2018,2018,II,0.521,0.043,0.064,0.036,0.604,0.058,0.0043,0.003,0.003,0.00654,0.803,0.042,0.0001,9.79E-07,0.046,0.00082,0.04,0.08488,0.14337,0.0124,0.00166,0.01031,0.1146,0.00283,0.137,0.012,0.00035,0.001909106
747,2.91837,101.86272,RINCHING,6/4/2018,2018,II,0.533,0.065,0.064,0.041,0.529,0.053,0.00286,0.002,0.002,0.00633,0.752,0.047,0.00138,0.00002,0.022,0.00082,0.04,0.06621,0.14337,0.0124,0.00166,0.01546,0.1146,0.0022,0.067,0.009,0.00031,0.001227613
748,2.946371,101.847649,SEMENYIH,6/4/2018,2018,II,0.574,0.043,0.046,0.033,0.537,0.034,0.00175,0.001,0.001,0.00415,0.569,0.04,0.00014,1.28E-06,0.032,0.00037,0.04,0.10356,0.14337,0.0124,0.00166,0.01031,0.1146,0.00078,0.14,0.008,0.00012,0.000753531
749,2.993079,101.785532,LANGAT,7/4/2018,2018,III,0.483,0.13,0.131,0.149,0.648,0.097,0.00387,0.003,0.003,0.01879,0.435,0.264,0.00021,2.43E-06,0.026,0.00067,0.04,0.07554,0.14337,0.0124,0.00166,0.02577,0.1146,0.00407,0.029,0.008,0.0005,0.001523915
750,2.994563,101.783654,BATANG LABU,7/4/2018,2018,III,0.453,0.13,0.137,0.131,0.59,0.092,0.00381,0.003,0.003,0.01682,0.435,0.161,0.00023,2.55E-06,0.028,0.00067,0.04,0.07554,0.14337,0.0124,0.00166,0.02577,0.1146,0.00397,0.029,0.008,0.00038,0.001449839
751,3.01511,101.767694,BALAK,7/4/2018,2018,III,0.329,0.152,0.179,0.009,0.603,0.408,0.00766,0.006,0.008,0.00864,0.691,0.018,0.00055,1.70E-06,0.013,0.00126,0.04,0.41171,0.14337,0.0124,0.08486,0.01031,0.1146,0.00435,0.029,0.014,0.00042,0.003360983
752,3.06859,101.786005,BATANG LABU,7/4/2018,2018,II,0.693,0.087,0.112,0.105,0.63,0.019,0.0019,0.001,0.001,0.01226,0.431,0.115,0.00011,1.09E-06,0.023,0.00015,0.04,0.06621,0.14337,0.0124,0.00166,0.02577,0.1146,0.00125,0.092,0.006,0.00019,0.000753531
753,3.047051,101.776908,LANGAT,7/4/2018,2018,III,0.56,0.087,0.106,0.094,0.596,0.069,0.00273,0.002,0.002,0.01172,0.467,0.124,0.00012,1.04E-06,0.03,0.0003,0.04,0.06621,0.14337,0.0124,0.00166,0.03608,0.1146,0.00198,0.035,0.007,0.00023,0.001020202
754,3.008812,101.868933,SEMENYIH,9/4/2018,2018,II,0.684,0.087,0.1,0.012,0.67,0.019,0.00108,0.001,0,0.00132,0.646,0.033,0.00006,1.66E-06,0.012,0.00015,0.04,0.06621,0.14337,0.0124,0.00166,0.01031,0.1146,0.0003,0.08,0.006,0.00004,0.000531305
755,3.173894,101.869146,RINCHING,9/4/2018,2018,II,0.71,0.065,0.07,0.004,0.655,0.001,0.00107,0.001,0,0.00041,0.508,0.003,0.00007,1.13E-06,0.003,0.00015,0.04,0.01952,0.14337,0.0124,0.00166,0,0.1146,0.00065,0.115,0.004,0.00019,0.00051649
756,3.167259,101.850525,LANGAT,9/4/2018,2018,II,0.718,0.043,0.046,0.004,0.652,0.005,0.00099,0.001,0,0.00058,0.486,0.001,0.00003,0.000000766,0.009,0.00015,0.04,0.01952,0.14337,0.0124,0.00166,0,0.1146,0.00043,0.185,0.005,0.00015,0.000501675
757,3.111312,101.816819,LANGAT,10/4/2018,2018,II,0.745,0.043,0.064,0.004,0.698,0.007,0.00114,0.001,0.001,0.00082,0.367,0.007,0.00006,1.06E-06,0.016,0.0003,0.04,0.02885,0.14337,0.0124,0.00166,0,0.1146,0.00052,0.067,0.005,0.00023,0.000723901
758,3.097682,101.805301,BATANG LABU,10/4/2018,2018,II,0.72,0.043,0.058,0.009,0.615,0.012,0.0013,0.001,0,0.00119,0.454,0.011,0.00008,1.28E-06,0.017,0.0006,0.04,0.02885,0.14337,0.0124,0.00166,0.00515,0.1146,0.00049,0.201,0.005,0.00027,0.001153538
759,3.067411,101.775484,BATANG LABU,10/4/2018,2018,III,0.468,0.239,0.277,0.016,0.595,0.416,0.00663,0.005,0.007,0.00835,0.684,0.015,0.0021,1.47E-05,0.05,0.00022,0.04,0.10356,0.14337,0.0124,0.00166,0,0.1146,0.00049,0.216,0.005,0.00015,0.000635011
760,3.068323,101.771511,SERING,10/4/2018,2018,III,0.452,0.217,0.222,0.01,0.576,0.334,0.00535,0.004,0.006,0.00642,0.671,0.022,0.00103,2.47E-05,0.038,0.00148,0.04,0.13157,0.14337,0.0124,0.00166,0.00515,0.1146,0.00211,0.127,0.014,0.00027,0.002975791
761,3.040719,101.77367,LANGAT,10/4/2018,2018,III,0.602,0.087,0.112,0.016,0.582,0.175,0.00391,0.003,0.003,0.00411,0.585,0.042,0.00029,1.68E-06,0.014,0.00104,0.04,0.1129,0.14337,0.0124,0.00166,0.01031,0.1146,0.00176,0.239,0.012,0.00023,0.002664675
762,2.964141,101.783797,LANGAT,10/4/2018,2018,III,0.474,0.217,0.252,0.016,0.614,0.271,0.00658,0.005,0.007,0.00839,0.716,0.017,0.00006,8.51E-07,0.029,0.00111,0.04,0.17826,0.14337,0.0124,0.02246,0.00515,0.1146,0.0035,0.14,0.013,0.00038,0.002783195
