ID,LATITUDE,LONGTITUDE,RIVER,SMPDAT,YEAR,CLASS,DO,BOD,COD,SS,pH,AN,COND,SAL,DS,TEMP,TUR,E-coli,Coliform
159,3.1674,101.850566,LANGAT,12/5/2013,2013,II,0.833,0.065,0.057,0,0.545,0.003,0.0009,0.001,0.00025,0.254,0.003,0.00017,2.2766E-06
160,3.1674,101.850566,LANGAT,5/7/2013,2013,II,0.716,0.109,0.114,0.002,0.667,0.02,0.00108,0.001,0.00038,0.288,0.002,0.00003,1.0213E-06
161,3.1674,101.850566,LANGAT,4/9/2013,2013,I,0.742,0.022,0.024,0,0.628,0.003,0.00108,0.001,0.00036,0.257,0.004,0.00006,1.5638E-06
162,2.892483,101.0836,LANGAT,6/11/2013,2013,I,0.72,0.022,0.027,0,0.534,0.003,0.00108,0.001,0.00037,0.134,0.001,0.00004,5.287E-07
163,2.892483,101.0836,SEMENYIH,30/11/2013,2013,III,0.357,0.109,0.099,0.013,0.531,0.033,0.00251,0.002,0.00156,0.332,0.058,0.00008,0.000000734
164,2.892483,101 45 009,SEMENYIH,30/10/2013,2013,II,0.532,0.152,0.137,0.01,0.529,0.039,0.00293,0.002,0.00173,0.336,0.049,0.00003,2.702E-07
165,3.008816,101.868916,SEMENYIH,19/12/2013,2013,III,0.409,0.087,0.086,0.009,0.532,0.048,0.00298,0.002,0.00188,0.339,0.044,0.0001,8.404E-07
166,3.008816,101.868916,SEMENYIH,6/1/2013,2013,II,0.625,0.022,0.015,0.038,0.523,0.013,0.00079,0,0.00016,0.386,0.053,0.00015,2.7766E-06
167,3.008816,101.868916,SEMENYIH,7/3/2013,2013,II,0.692,0.087,0.075,0.023,0.594,0.007,0.00146,0.001,0.00071,0.3,0.034,0.00172,0.002095703
168,3.008816,101.868916,SEMENYIH,12/5/2013,2013,II,0.768,0.043,0.028,0.01,0.534,0.003,0.00074,0,0.00007,0.448,0.046,0.00003,7.872E-07
169,3.008816,101.868916,SEMENYIH,5/7/2013,2013,II,0.674,0.13,0.1,0.006,0.662,0.001,0.00074,0,0.00014,0.289,0.016,0.00003,6.596E-07
170,3.008816,101.868916,SEMENYIH,4/9/2013,2013,I,0.654,0.022,0.035,0.009,0.614,0.002,0.00079,0,0.00011,0.44,0.042,0.0002,2.2128E-06
171,3.173766,101.86925,SEMENYIH,6/11/2013,2013,I,0.647,0.022,0.033,0.007,0.546,0.004,0.00103,0.001,0.00033,0.285,0.033,0.00003,1.181E-07
172,3.173766,101.86925,LUI,6/1/2013,2013,I,0.654,0.022,0.015,0.001,0.534,0.005,0.00085,0.001,0.00021,0.151,0.004,0.0001,3.4681E-06
173,3.173766,101.86925,LUI,6/3/2013,2013,I,0.73,0.065,0.04,0.001,0.486,0,0.00095,0.001,0.00029,0.394,0.002,0.00002,3.766E-07
174,3.173766,101.86925,LUI,12/5/2013,2013,II,0.717,0.087,0.072,0.001,0.516,0.001,0.00087,0.001,0.00016,0.193,0.007,0.00024,1.1064E-06
175,3.173766,101.86925,LUI,5/7/2013,2013,II,0.704,0.152,0.143,0,0.633,0,0.00098,0.001,0.00033,0.182,0.002,0.0001,0.000000883
176,3.173766,101.86925,LUI,4/9/2013,2013,I,0.738,0.043,0.052,0.005,0.52,0.001,0.00092,0.001,0.00026,0.122,0.03,0.00012,1.5638E-06
177,3.041,101.773133,LUI,6/11/2013,2013,I,0.684,0.022,0.021,0,0.515,0.002,0.00105,0.001,0.00033,0.106,0.004,0.00011,6.383E-07
178,3.041,101.773133,LANGAT,6/1/2013,2013,II,0.59,0.065,0.064,0.006,0.541,0.125,0.00282,0.002,0.00177,0.278,0.035,0.00613,0.000125532
179,3.041,101.773133,LANGAT,14/2/2013,2013,II,0.535,0.022,0.033,0.047,0.504,0.099,0.00288,0.002,0.0018,0.335,0.029,0.0006,1.64894E-05
180,3.041,101.773133,LANGAT,6/3/2013,2013,III,0.613,0.326,0.209,0.019,0.497,0.09,0.00269,0.002,0.00214,0.459,0.044,0.0003,3.4894E-06
181,3.041,101.773133,LANGAT,4/4/2013,2013,III,0.551,0.13,0.1,0.064,0.527,0.072,0.00249,0.002,0.00169,0.422,0.1,0.00042,3.1489E-06
182,3.041,101.773133,LANGAT,12/5/2013,2013,II,0.65,0.065,0.057,0.011,0.566,0.053,0.0028,0.002,0.00183,0.314,0.046,0.00044,4.0638E-06
183,3.041,101.773133,LANGAT,5/6/2013,2013,II,0.567,0.109,0.091,0.026,0.573,0.062,0.0023,0.002,0.00146,0.332,0.116,0.00011,8.085E-07
184,3.041,101.773133,LANGAT,5/7/2013,2013,III,0.623,0.109,0.091,0.046,0.648,0.06,0.00171,0.001,0.00139,0.23,0.07,0.00011,1.7872E-06
185,3.041,101.773133,LANGAT,1/8/2013,2013,III,0.449,0.283,0.306,0.052,0.601,0.1,0.00397,0.003,0.00258,0.294,0.186,0.00074,1.09574E-05
186,3.041,101.773133,LANGAT,4/9/2013,2013,III,0.642,0.13,0.117,0.05,0.582,0.045,0.00358,0.003,0.00254,0.165,0.139,0.00025,3.1383E-06
187,3.041,101.773133,LANGAT,3/10/2013,2013,III,0.442,0.348,0.283,0.037,0.571,0.121,0.00439,0.003,0.00303,0.431,0.164,0.00318,9.14894E-05
188,3.041,101.773133,LANGAT,8/11/2013,2013,III,0.531,0.457,0.386,0.116,0.504,0.034,0.00249,0.002,0.00148,0.139,0.509,0.00029,6.8085E-06
189,3.111283,101.816816,LANGAT,11/12/2013,2013,III,0.373,0.152,0.14,0.013,0.61,0.083,0.00405,0.003,0.00304,0.405,0.061,0.00116,1.76596E-05
190,3.111283,101.816816,LANGAT,6/1/2013,2013,II,0.625,0.022,0.021,0.003,0.543,0.01,0.00103,0.001,0.00037,0.202,0.011,0.00053,6.8085E-06
191,3.111283,101.816816,LANGAT,6/3/2013,2013,II,0.724,0.043,0.032,0.013,0.534,0.008,0.00111,0.001,0.00058,0.465,0.012,0.00024,8.404E-07
192,3.111283,101.816816,LANGAT,12/5/2013,2013,II,0.778,0.152,0.117,0.004,0.525,0.007,0.00103,0.001,0.00044,0.221,0.017,0.00018,1.3511E-06
193,3.111283,101.816816,LANGAT,5/7/2013,2013,II,0.67,0.109,0.094,0.002,0.641,0.007,0.00098,0.001,0.00029,0.23,0.007,0.00013,1.2979E-06
194,3.111283,101.816816,LANGAT,4/9/2013,2013,II,0.698,0.087,0.08,0.008,0.616,0.007,0.00116,0.001,0.00017,0.158,0.035,0.00021,3.3723E-06
195,2.888283,101.8289,LANGAT,6/11/2013,2013,II,0.693,0.087,0.082,0.001,0.541,0.018,0.00129,0.001,0.00049,0.195,0.005,0.00024,1.2766E-06
196,2.888283,101.8289,PAJAM,6/1/2013,2013,II,0.489,0.087,0.088,0.003,0.571,0.103,0.0041,0.003,0.00251,0.6,0.021,0.00012,5.2234E-06
197,2.888283,101.8289,PAJAM,14/2/2013,2013,II,0.56,0.022,0.015,0.008,0.623,0.041,0.00707,0.005,0.00548,0.423,0.014,0.00009,6.809E-07
198,2.888283,101.8289,PAJAM,7/3/2013,2013,III,0.564,0.217,0.17,0.014,0.607,0.215,0.00587,0.004,0.00465,0.527,0.056,0.00172,0.002095703
199,2.888283,101.8289,PAJAM,4/4/2013,2013,III,0.452,0.239,0.192,0.049,0.559,0.088,0.00324,0.002,0.00239,0.529,0.075,0.00018,2.5426E-06
200,2.888283,101.8289,PAJAM,4/5/2013,2013,III,0.47,0.217,0.187,0.006,0.534,0.149,0.00431,0.003,0.00292,0.5,0.029,0.00028,8.6277E-06
201,2.888283,101.8289,PAJAM,5/6/2013,2013,III,0.501,0.152,0.112,0.023,0.605,0.08,0.00384,0.003,0.0027,0.51,0.073,0.00217,3.4574E-06
202,2.888283,101.8289,PAJAM,7/7/2013,2013,III,0.582,0.261,0.255,0.025,0.69,0.339,0.00704,0.005,0.00511,0.537,0.039,0.00003,8.085E-07
203,2.888283,101.8289,PAJAM,1/8/2013,2013,III,0.49,0.217,0.236,0.093,0.646,0.162,0.00592,0.004,0.00502,0.372,0.46,0.00058,7.6596E-06
204,2.888283,101.8289,PAJAM,4/9/2013,2013,III,0.57,0.109,0.092,0.032,0.573,0.097,0.00381,0.003,0.00254,0.396,0.15,0.00029,0.0000055
205,2.888283,101.8289,PAJAM,3/10/2013,2013,III,0.504,0.109,0.1,0.03,0.607,0.067,0.00465,0.003,0.00321,0.447,0.114,0.00015,0.000002617
206,2.877166,101.839766,PAJAM,6/11/2013,2013,III,0.423,0.239,0.204,0.053,0.527,0.178,0.0046,0.003,0.00325,0.389,0.221,0.00019,2.8723E-06
207,2.801816,101.791466,PAJAM,11/12/2013,2013,III,0.439,0.13,0.126,0.027,0.653,0.11,0.00415,0.003,0.00298,0.602,0.119,0.00021,1.55319E-05
208,2.801816,101.791466,BATANG NILAI,6/1/2013,2013,III,0.554,0.152,0.143,0.004,0.664,0.192,0.01011,0.007,0.00663,0.831,0.01,0.00127,1.93617E-05
209,2.801816,101.791466,BATANG NILAI,14/2/2013,2013,II,0.791,0.065,0.052,0.026,0.774,0.015,0.01399,0.009,0.0098,0.693,0.011,0.00044,0.00001
210,2.801816,101.791466,BATANG NILAI,7/3/2013,2013,III,0.858,0.304,0.238,0.005,0.798,0.341,0.01165,0.009,0.00914,0.741,0.006,0.00172,0.002095703
211,2.801816,101.791466,BATANG NILAI,4/4/2013,2013,III,0.628,0.217,0.167,0.003,0.697,0.204,0.00741,0.005,0.00659,0.832,0.01,0.0021,7.8723E-06
212,2.801816,101.791466,BATANG NILAI,4/5/2013,2013,III,0.649,0.283,0.219,0.003,0.678,0.639,0.01043,0.008,0.00799,0.735,0.01,0.00042,7.7766E-06
213,2.801816,101.791466,BATANG NILAI,5/6/2013,2013,III,0.726,0.217,0.178,0.004,0.804,0.329,0.01194,0.009,0.00902,0.813,0.016,0.00024,1.7447E-06
214,2.801816,101.791466,BATANG NILAI,7/7/2013,2013,III,0.856,0.261,0.253,0.004,0.546,0.329,0.01293,0.01,0.00988,0.781,0.006,0.00019,8.298E-07
215,2.801816,101.791466,BATANG NILAI,1/8/2013,2013,III,0.672,0.326,0.342,0.002,0.743,0.326,0.01095,0.008,0.00931,0.602,0.007,0.00037,3.1489E-06
216,2.801816,101.791466,BATANG NILAI,4/9/2013,2013,III,0.513,0.13,0.108,0.003,0.641,0.134,0.00634,0.005,0.00441,0.572,0.016,0.00066,3.3617E-06
217,2.801816,101.791466,BATANG NILAI,3/10/2013,2013,III,0.331,0.283,0.24,0.001,0.655,0.402,0.01261,0.009,0.00997,0.603,0.009,0.00109,0.000003766
218,2.801816,101.791466,BATANG NILAI,6/11/2013,2013,III,0.586,0.152,0.137,0.006,0.589,0.421,0.00775,0.006,0.00671,0.494,0.013,0.00066,3.7872E-06
219,2.777683,101.751983,BATANG NILAI,11/12/2013,2013,III,0.412,0.283,0.252,0.005,0.671,0.552,0.00876,0.007,0.00795,0.715,0.028,0.00096,1.04255E-05
220,2.777683,101.751983,JIJAN,6/1/2013,2013,II,0.542,0.022,0.015,0.01,0.417,0.073,0.00204,0.001,0.00132,0.63,0.031,0.00003,1.0638E-06
221,2.777683,101.751983,JIJAN,14/2/2013,2013,II,0.59,0.065,0.058,0.03,0.509,0.009,0.00202,0.001,0.00156,0.582,0.072,0.00005,6.809E-07
222,2.777683,101.751983,JIJAN,6/3/2013,2013,II,0.482,0.043,0.031,0.036,0.358,0.011,0.00189,0.001,0.0012,0.674,0.028,0.00002,0.000000284
223,2.777683,101.751983,JIJAN,4/4/2013,2013,II,0.532,0.152,0.126,0.015,0.456,0.016,0.00173,0.001,0.00124,0.774,0.03,0.00003,9.787E-07
224,2.777683,101.751983,JIJAN,4/5/2013,2013,II,0.56,0,0.005,0.028,0.46,0.021,0.00191,0.001,0.00126,0.428,0.106,0.00006,0.000000367
225,2.777683,101.751983,JIJAN,5/6/2013,2013,II,0.525,0.109,0.088,0.023,0.635,0.013,0.00184,0.001,0.00104,0.695,0.073,0.00004,1.053E-07
226,2.777683,101.751983,JIJAN,7/7/2013,2013,II,0.555,0.109,0.118,0.003,0.667,0.049,0.00288,0.002,0.00187,0.747,0.01,0.00008,8.936E-07
227,2.777683,101.751983,JIJAN,1/8/2013,2013,II,0.716,0.174,0.188,0.001,0.628,0.032,0.0029,0.002,0.00194,0.601,0.009,0.00011,7.447E-07
228,2.777683,101.751983,JIJAN,4/9/2013,2013,II,0.553,0.043,0.045,0.013,0.566,0.02,0.00223,0.002,0.0013,0.522,0.061,0.00005,2.0638E-06
229,2.777683,101.751983,JIJAN,3/10/2013,2013,II,0.671,0.043,0.046,0.004,0.644,0.032,0.00272,0.002,0.00202,0.557,0.018,0.00016,4.7872E-06
230,2.777633,101.75205,JIJAN,8/11/2013,2013,II,0.531,0.065,0.076,0.006,0.515,0.016,0.00236,0.002,0.00136,0.476,0.031,0.00004,7.021E-07
231,2.787183,101.750766,JIJAN,11/12/2013,2013,II,0.536,0.065,0.067,0.015,0.593,0.024,0.00225,0.002,0.00172,0.556,0.062,0.00004,0.000000883
232,2.787183,101.750766,BATANG LABU,30/11/2013,2013,III,0.405,0.261,0.232,0.01,0.554,0.031,0.00285,0.002,0.00177,0.386,0.049,0.00009,7.021E-07
233,2.78945,101.739816,BATANG LABU,30/10/2013,2013,III,0.426,0.196,0.179,0.022,0.548,0.132,0.0048,0.004,0.00325,0.635,0.106,0.00008,8.298E-07
234,2.3976,101.982366,BATANG LABU,19/12/2013,2013,II,0.425,0.109,0.095,0.005,0.516,0.06,0.00332,0.002,0.00215,0.471,0.028,0.00011,1.0213E-06
235,2.81525,101.512116,LANGAT,10/1/2014,2014,III,0.356,0.087,0.084,0.001,0.3,0.078,0.0065,0.005,0.00527,0.281,0.007,0,8.5E-09
236,2.855566,101.681266,LANGAT,10/1/2014,2014,III,0.38,0.109,0.099,0.019,0.587,0.091,0.00426,0.003,0.00273,0.229,0.081,0.00005,2.1277E-06
237,2.992033,101.7858,LANGAT,10/1/2014,2014,III,0.404,0.174,0.163,0.016,0.607,0.093,0.00439,0.003,0.00283,0.128,0.067,0.00045,4.2128E-06
238,3.041,101.773133,LANGAT,10/1/2014,2014,III,0.248,0.239,0.215,0.013,0.594,0.094,0.00449,0.003,0.00303,0.128,0.055,0.00062,0.000016383
239,2.888283,101.8289,PAJAM,10/1/2014,2014,III,0.424,0.152,0.147,0.008,0.607,0.18,0.00527,0.004,0.00356,0.185,0.035,0.00069,1.25532E-05
240,2.801816,101.791466,BATANG NILAI,10/1/2014,2014,III,0.392,0.283,0.246,0.002,0.61,0.738,0.01165,0.009,0.00935,0.264,0.009,0.00079,4.2553E-06
241,2.777683,101.751983,JIJAN,10/1/2014,2014,II,0.586,0.065,0.07,0.012,0.538,0.024,0.0021,0.002,0.00109,0.191,0.053,0.00002,5.319E-07
242,2.777683,101.751983,JIJAN,6/2/2014,2014,II,0.591,0.043,0.066,0.001,0.726,0.047,0.00233,0.002,0.0013,0.698,0.009,0.00002,7.128E-07
243,2.801816,101.791466,BATANG NILAI,6/2/2014,2014,III,0.578,0.348,0.293,0.004,0.745,0.828,0.01222,0.009,0.01128,0.637,0.019,0.00126,0.000109575
244,2.81525,101.512116,LANGAT,6/2/2014,2014,III,0.308,0.109,0.1,0.013,0.591,0.063,0.48548,0.453,0.52644,0.484,0.057,0.00003,5.638E-07
245,2.855566,101.681266,LANGAT,6/2/2014,2014,III,0.347,0.261,0.221,0.037,0.731,0.137,0.00793,0.006,0.00741,0.564,0.161,0.00001,6.596E-07
246,2.855566,101.681266,LANGAT,5/2/2014,2014,III,0.487,0.109,0.134,0.004,0.648,0.267,0.00637,0.005,0.00622,0.511,0.02,0.00001,2.9149E-06
247,2.888283,101.8289,PAJAM,6/2/2014,2014,III,0.616,0.174,0.143,0.002,0.672,0.221,0.00691,0.005,0.00647,0.493,0.013,0.00005,1.3723E-06
248,2.992033,101.7858,LANGAT,6/2/2014,2014,III,0.25,0.239,0.202,0.008,0.667,0.419,0.00725,0.005,0.00671,0.342,0.036,0.00065,1.55319E-05
249,3.008816,101.868916,SEMENYIH,6/2/2014,2014,II,0.593,0.087,0.09,0.007,0.715,0.021,0.00095,0.001,0.00022,0.315,0.033,0.00018,1.0957E-06
250,3.041,101.773133,LANGAT,6/2/2014,2014,III,0.273,0.239,0.197,0.012,0.648,0.408,0.00722,0.005,0.00696,0.344,0.055,0.00042,1.03191E-05
251,3.111283,101.816816,LANGAT,5/2/2014,2014,I,0.687,0.022,0.053,0.001,0.694,0.004,0.00105,0.001,0.00034,0.285,0.006,0.00002,3.298E-07
252,3.1674,101.850566,LANGAT,5/2/2014,2014,II,0.638,0.043,0.046,0,0.708,0.014,0.00103,0.001,0.00033,0.297,0.003,0.00002,3.543E-07
253,3.173766,101.86925,LUI,5/2/2014,2014,I,0.662,0.043,0.021,0,0.69,0.005,0.00108,0.001,0.00035,0.173,0.002,0.00004,4.032E-07
254,2.81525,101.512116,LANGAT,8/3/2014,2014,III,0.312,0.13,0.102,0.029,0.586,0.008,0.99344,0.994,0.8394,0.448,0.127,0,7.34E-08
255,2.855566,101.681266,LANGAT,8/3/2014,2014,III,0.187,0.283,0.227,0.011,0.669,0.022,0.00821,0.006,0.00684,0.53,0.049,0.00001,1.5638E-06
256,2.855566,101.681266,LANGAT,6/3/2014,2014,II,0.505,0.196,0.156,0.007,0.795,0.006,0.00585,0.004,0.00498,0.582,0.03,0.00001,5.426E-07
257,2.992033,101.7858,LANGAT,6/3/2014,2014,IV,0.148,0.565,0.496,0.031,0.697,0.343,0.0072,0.005,0.00642,0.564,0.111,0.0012,0.00027234
258,3.041,101.773133,LANGAT,6/3/2014,2014,IV,0.352,0.348,0.317,0.02,0.665,0.343,0.00702,0.005,0.0063,0.518,0.121,0.0002,4.2553E-06
259,2.888283,101.8289,PAJAM,6/3/2014,2014,III,0.585,0.217,0.226,0.012,0.775,0.037,0.00788,0.006,0.00667,0.846,0.048,0.00003,4.0213E-06
260,2.801816,101.791466,BATANG NILAI,6/3/2014,2014,III,0.576,0.348,0.404,0.003,0.813,0.66,0.01501,0.011,0.01248,0.934,0.011,0.0008,4.4362E-06
261,2.81525,101.512116,LANGAT,6/4/2014,2014,III,0.447,0.065,0.088,0.025,0.468,0.041,0.00397,0.003,0.00301,0.405,0.071,0.00003,8.936E-07
262,2.855566,101.681266,LANGAT,6/4/2014,2014,III,0.537,0.174,0.112,0.016,0.548,0.083,0.00501,0.004,0.00383,0.434,0.062,0.00006,2.0851E-06
263,2.992033,101.7858,LANGAT,2/4/2014,2014,III,0.299,0.261,0.171,0.021,0.628,0.168,0.00545,0.004,0.00577,0.534,0.106,0.00006,7.021E-07
264,3.1674,101.850566,LANGAT,2/4/2014,2014,II,0.668,0.109,0.08,0.001,0.601,0.003,0.00116,0.001,0.00047,0.525,0.008,0.00001,5.957E-07
265,3.008816,101.868916,SEMENYIH,3/4/2014,2014,II,0.586,0.13,0.096,0.006,0.603,0.003,0.00103,0.001,0.00096,0.472,0.026,0.0001,1.4149E-06
266,3.173766,101.86925,LUI,2/4/2014,2014,I,0.66,0.043,0.055,0.001,0.596,0.001,0.00116,0.001,0.00046,0.452,0.008,0.00003,3.9787E-06
267,3.041,101.773133,LANGAT,2/4/2014,2014,III,0.347,0.239,0.185,0.018,0.564,0.158,0.00535,0.004,0.00585,0.496,0.088,0.00005,6.809E-07
268,3.111283,101.816816,LANGAT,2/4/2014,2014,II,0.682,0.087,0.071,0.004,0.632,0.007,0.00126,0.001,0.00062,0.514,0.01,0.00003,0.000000617
269,2.888283,101.8289,PAJAM,6/4/2014,2014,III,0.509,0.13,0.094,0.024,0.573,0.137,0.006,0.004,0.00572,0.35,0.085,0.01276,0.015319149
270,2.801816,101.791466,BATANG NILAI,6/4/2014,2014,III,0.562,0.261,0.185,0.001,0.562,0.626,0.01181,0.009,0.01104,0.389,0.009,0.00109,0.000004883
271,2.777683,101.751983,JIJAN,6/4/2014,2014,II,0.655,0.065,0.07,0.036,0.598,0.016,0.00204,0.002,0.00166,0.293,0.163,0.00011,1.6596E-06
272,2.81525,101.512116,LANGAT,9/5/2014,2014,III,0.38,0.109,0.087,0.001,0.174,0.084,0.02693,0.021,0.02487,0.677,0.007,0,0
273,2.855566,101.681266,LANGAT,9/5/2014,2014,III,0.3,0.109,0.08,0.019,0.55,0.039,0.00311,0.002,0.00213,0.427,0.071,0.00002,5.532E-07
274,2.855566,101.681266,LANGAT,9/5/2014,2014,III,0.416,0.174,0.132,0.036,0.566,0.036,0.00311,0.002,0.00215,0.466,0.183,0.00024,0.000003617
275,2.992033,101.7858,LANGAT,7/5/2014,2014,III,0.266,0.326,0.252,0.008,0.538,0.231,0.00676,0.005,0.00671,0.602,0.039,0.00138,1.25532E-05
276,2.892483,101.0836,SEMENYIH,7/5/2014,2014,III,0.418,0.174,0.146,0.02,0.587,0.01,0.0034,0.002,0.00231,0.63,0.117,0.00005,2.3404E-06
277,3.041,101.773133,LANGAT,7/5/2014,2014,IV,0.238,0.348,0.306,0.012,0.523,0.155,0.00673,0.005,0.00647,0.571,0.063,0.00162,1.17021E-05
278,2.888283,101.8289,PAJAM,7/5/2014,2014,III,0.458,0.283,0.226,0.074,0.573,0.122,0.00519,0.004,0.00523,0.775,0.396,0.001,3.0638E-06
279,2.801816,101.791466,BATANG NILAI,7/5/2014,2014,III,0.599,0.5,0.322,0.002,0.625,0.284,0.01045,0.008,0.00968,1,0.009,0.00083,0.000002383
280,2.787183,101.750766,BATANG LABU,7/5/2014,2014,III,0.437,0.196,0.165,0.017,0.621,0.029,0.00368,0.003,0.00247,0.859,0.066,0.00023,2.1277E-06
281,2.855566,101.681266,LANGAT,6/6/2014,2014,III,0.351,0.13,0.1,0.02,0.58,0.072,0.00436,0.003,0.00326,0.505,0.073,0.00002,1.5745E-06
282,2.855566,101.681266,LANGAT,6/6/2014,2014,III,0.498,0.348,0.277,0.025,0.575,0.06,0.00342,0.002,0.00247,0.457,0.114,0.00045,0.000016383
283,2.992033,101.7858,LANGAT,6/6/2014,2014,III,0.508,0.239,0.207,0.016,0.635,0.105,0.00322,0.002,0.00275,0.333,0.08,0.00162,1.78723E-05
284,3.041,101.773133,LANGAT,6/6/2014,2014,III,0.507,0.326,0.241,0.038,0.557,0.167,0.00319,0.002,0.00234,0.329,0.157,0.00103,2.04255E-05
285,2.888283,101.8289,PAJAM,4/6/2014,2014,III,0.517,0.109,0.08,0.007,0.562,0.167,0.00467,0.004,0.00337,0.472,0.034,0.00015,1.2766E-06
286,2.801816,101.791466,BATANG NILAI,4/6/2014,2014,III,0.513,0.13,0.154,0.003,0.589,0.264,0.00512,0.004,0.00442,0.634,0.018,0.00117,1.12766E-05
287,2.864966,101.437483,LANGAT,4/7/2014,2014,II,0.432,0.196,0.149,0.015,0.5,0.001,0.78721,0.767,0.82293,0.721,0.062,0.00001,5.53E-08
288,2.81525,101.512116,LANGAT,4/7/2014,2014,III,0.263,0.196,0.161,0.013,0.598,0,0.00759,0.006,0.00704,0.587,0.058,0.00001,9.362E-07
289,2.855566,101.681266,LANGAT,4/7/2014,2014,III,0.472,0.174,0.144,0.012,0.612,0.147,0.00473,0.004,0.00352,0.637,0.055,0.00012,2.0426E-06
290,2.992033,101.7858,LANGAT,4/7/2014,2014,IV,0.241,0.348,0.293,0.01,0.548,0.264,0.00579,0.004,0.00564,0.393,0.048,0.00055,1.12766E-05
291,3.1674,101.850566,LANGAT,4/7/2014,2014,II,0.739,0.109,0.076,0,0.621,0.004,0.00111,0.001,0.0004,0.267,0.003,0.00007,1.8723E-06
292,2.892483,101.0836,SEMENYIH,7/7/2014,2014,III,0.382,0.174,0.149,0.012,0.635,0.059,0.0035,0.002,0.00256,0.475,0.055,0.00007,6.383E-07
293,3.008816,101.868916,SEMENYIH,4/7/2014,2014,II,0.54,0.174,0.143,0.015,0.586,0.001,0.00121,0.001,0.00043,0.36,0.065,0.0001,1.2766E-06
294,3.173766,101.86925,LUI,4/7/2014,2014,II,0.663,0.065,0.061,0.001,0.596,0.003,0.00103,0.001,0.00034,0.232,0.005,0.00022,1.3404E-06
295,3.041,101.773133,LANGAT,4/7/2014,2014,III,0.455,0.37,0.298,0.009,0.564,0.261,0.0059,0.004,0.00577,0.371,0.044,0.00052,0.000146809
296,3.111283,101.816816,LANGAT,4/7/2014,2014,II,0.669,0.087,0.071,0.001,0.641,0.017,0.00129,0.001,0.00048,0.273,0.008,0.00021,2.9787E-06
297,2.888283,101.8289,PAJAM,4/7/2014,2014,III,0.518,0.196,0.131,0.009,0.562,0.063,0.00543,0.004,0.00523,0.485,0.042,0.00021,1.5957E-06
298,2.801816,101.791466,BATANG NILAI,4/7/2014,2014,III,0.676,0.283,0.205,0.006,0.614,0.47,0.01071,0.008,0.01021,0.673,0.027,0.00057,3.5532E-06
299,2.777683,101.751983,JIJAN,4/7/2014,2014,II,0.508,0.13,0.09,0.009,0.66,0.09,0.00316,0.002,0.00198,0.696,0.036,0.00016,0.000002766
300,2.787183,101.750766,BATANG LABU,7/7/2014,2014,III,0.38,0.239,0.192,0.012,0.674,0.121,0.01087,0.008,0.01174,0.762,0.054,0.00001,7.021E-07
301,2.855566,101.681266,LANGAT,7/8/2014,2014,III,0.291,0.087,0.075,0.014,0.642,0.073,0.00821,0.006,0.00754,0.632,0.068,0.00001,1.38298E-05
302,2.855566,101.681266,LANGAT,7/8/2014,2014,III,0.422,0.152,0.112,0.011,0.623,0.393,0.00725,0.005,0.00671,0.694,0.052,0.00003,6.596E-07
303,2.992033,101.7858,LANGAT,7/8/2014,2014,III,0.252,0.239,0.164,0.014,0.506,0.288,0.00657,0.005,0.00605,0.459,0.063,0.00241,0.000259575
304,3.041,101.773133,LANGAT,7/8/2014,2014,III,0.417,0.413,0.325,0.015,0.539,0.286,0.00655,0.005,0.00618,0.427,0.066,0.01,0.001638298
305,2.888283,101.8289,PAJAM,7/8/2014,2014,III,0.447,0.391,0.278,0.017,0.596,0.093,0.00582,0.004,0.00527,0.614,0.077,0.00002,8.5106E-06
306,2.801816,101.791466,BATANG NILAI,7/8/2014,2014,III,0.415,0.196,0.143,0.006,0.598,0.337,0.0065,0.005,0.00622,0.719,0.03,0.00184,0.000459575
307,2.864966,101.437483,LANGAT,7/9/2014,2014,III,0.383,0.152,0.207,0.006,0.552,0.014,0.87675,0.866,0.80646,0.383,0.03,0,0.000002766
308,2.81525,101.512116,LANGAT,7/9/2014,2014,III,0.335,0.152,0.198,0.015,0.554,0.101,0.00821,0.006,0.00787,0.335,0.064,0.00001,6.809E-07
309,2.855566,101.681266,LANGAT,7/9/2014,2014,III,0.473,0.152,0.17,0.004,0.561,0.199,0.00699,0.005,0.01025,0.294,0.02,0.00001,8.511E-07
310,3.041,101.773133,LANGAT,4/9/2014,2014,IV,0.338,0.391,0.457,0.012,0.598,0.193,0.00426,0.003,0.0063,0.342,0.054,0.00153,0.000114894
311,2.992033,101.7858,LANGAT,4/9/2014,2014,III,0.385,0.261,0.278,0.01,0.621,0.224,0.00681,0.005,0.00614,0.363,0.05,0.0021,0.000140426
312,2.888283,101.8289,PAJAM,4/9/2014,2014,III,0.56,0.739,0.678,0.017,0.664,0.153,0.01079,0.008,0.00968,0.489,0.077,0.00059,0.000003617
313,2.801816,101.791466,BATANG NILAI,7/9/2014,2014,III,0.572,0.196,0.278,0.001,0.669,0.497,0.01303,0.01,0.01153,0.38,0.007,0.00072,1.29787E-05
314,2.81525,101.512116,LANGAT,10/10/2014,2014,III,0.462,0.152,0.167,0.028,0.518,0.105,0.0098,0.007,0.00894,0.487,0.123,0,3.83E-08
315,2.855566,101.681266,LANGAT,10/10/2014,2014,III,0.473,0.13,0.143,0.011,0.582,0.138,0.00558,0.004,0.00523,0.437,0.049,0.00003,1.8298E-06
